  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
   45.6 #       1056.9445764374814 #       58289.806771264      # -9.632898325476384 # 1056.9445764374814
   45.7 #       1055.9812866049338 #       58395.50122890774    # -9.63258156351182  # 1055.9812866049338
   45.8 #       1055.0180284485825 #       58501.09935756824    # -9.63226510584396  # 1055.0180284485825
   45.9 #       1054.054801937998  #       58606.6011604131     # -9.631948952419608 # 1054.054801937998 
   46.0 #       1053.091607042756  #       58712.006640606895   # -9.631633103185623 # 1053.091607042756 
   46.1 #       1052.1284437324375 #       58817.31580131117    # -9.631317558088922 # 1052.1284437324375
   46.2 #       1051.1653119766286 #       58922.52864568441    # -9.631002317076478 # 1051.1653119766286
   46.3 #       1050.202211744921  #       59027.64517688208    # -9.630687380095315 # 1050.202211744921 
   46.4 #       1049.2391430069115 #       59132.66539805657    # -9.630372747092517 # 1049.2391430069115
   46.5 #       1048.2761057322023 #       59237.58931235726    # -9.630058418015226 # 1048.2761057322023
   46.6 #       1047.3130998904007 #       59342.41692293048    # -9.629744392810629 # 1047.3130998904007
   46.7 #       1046.3501254511198 #       59447.14823291952    # -9.62943067142598  # 1046.3501254511198
   46.8 #       1045.3871823839772 #       59551.783245464634   # -9.629117253808579 # 1045.3871823839772
   46.9 #       1044.4242706585965 #       59656.321963703034   # -9.628804139905789 # 1044.4242706585965
   47.0 #       1043.4613902446058 #       59760.76439076889    # -9.628491329665026 # 1043.4613902446058
   47.1 #       1042.4985411116393 #       59865.11052979335    # -9.628178823033757 # 1042.4985411116393
   47.2 #       1041.5357232293359 #       59969.36038390452    # -9.627866619959512 # 1041.5357232293359
   47.3 #       1040.5729365673399 #       60073.51395622745    # -9.627554720389869 # 1040.5729365673399
   47.4 #       1039.610181095301  #       60177.57124988418    # -9.627243124272464 # 1039.610181095301 
   47.5 #       1038.6474567828736 #       60281.53226799371    # -9.626931831554995 # 1038.6474567828736
   47.6 #       1037.684763599718  #       60385.397013671995   # -9.626620842185199 # 1037.684763599718 
   47.7 #       1036.7221015154996 #       60489.16549003196    # -9.626310156110886 # 1036.7221015154996
   47.8 #       1035.7594704998885 #       60592.83770018351    # -9.625999773279911 # 1035.7594704998885
   47.9 #       1034.7968705225605 #       60696.4136472335     # -9.625689693640188 # 1034.7968705225605
   48.0 #       1033.8343015531966 #       60799.893334285756   # -9.625379917139684 # 1033.8343015531966
   48.1 #       1032.8717635614826 #       60903.27676444108    # -9.625070443726422 # 1032.8717635614826
   48.2 #       1031.90925651711   #       61006.56394079723    # -9.624761273348478 # 1031.90925651711  
   48.3 #       1030.946780389775  #       61109.75486644894    # -9.624452405953988 # 1030.946780389775 
   48.4 #       1029.9843351491797 #       61212.849544487915   # -9.62414384149114  # 1029.9843351491797
   48.5 #       1029.0219207650307 #       61315.847978002836   # -9.623835579908178 # 1029.0219207650307
   48.6 #       1028.05953720704   #       61418.75017007934    # -9.623527621153396 # 1028.05953720704  
   48.7 #       1027.0971844449246 #       61521.55612380004    # -9.623219965175155 # 1027.0971844449246
   48.8 #       1026.1348624484071 #       61624.26584224453    # -9.622912611921855 # 1026.1348624484071
   48.9 #       1025.172571187215  #       61726.87932848937    # -9.622605561341967 # 1025.172571187215 
   49.0 #       1024.2103106310808 #       61829.39658560809    # -9.622298813384006 # 1024.2103106310808
   49.1 #       1023.2480807497424 #       61931.8176166712     # -9.621992367996542 # 1023.2480807497424
   49.2 #       1022.2858815129428 #       62034.14242474618    # -9.62168622512821  # 1022.2858815129428
   49.3 #       1021.3237128904299 #       62136.37101289747    # -9.62138038472769  # 1021.3237128904299
   49.4 #       1020.3615748519571 #       62238.503384186515   # -9.621074846743715 # 1020.3615748519571
   49.5 #       1019.3994673672828 #       62340.53954167171    # -9.620769611125086 # 1019.3994673672828
   49.6 #       1018.4373904061703 #       62442.47948840843    # -9.620464677820648 # 1018.4373904061703
   49.7 #       1017.4753439383882 #       62544.32322744905    # -9.6201600467793   # 1017.4753439383882
   49.8 #       1016.5133279337102 #       62646.07076184289    # -9.619855717950006 # 1016.5133279337102
   49.9 #       1015.5513423619152 #       62747.722094636265   # -9.619551691281771 # 1015.5513423619152
   50.0 #       1014.5893871927871 #       62849.27722887246    # -9.619247966723668 # 1014.5893871927871
   50.1 #       1013.6274623961147 #       62950.736167591735   # -9.618944544224812 # 1013.6274623961147
   50.2 #       1012.6655679416922 #       63052.098913831345   # -9.618641423734383 # 1012.6655679416922
   50.3 #       1011.7037037993188 #       63153.36547062551    # -9.618338605201613 # 1011.7037037993188
   50.4 #       1010.7418699387986 #       63254.53584100544    # -9.618036088575783 # 1010.7418699387986
   50.5 #       1009.780066329941  #       63355.61002799932    # -9.61773387380624  # 1009.780066329941 
   50.6 #       1008.8182929425603 #       63456.58803463231    # -9.61743196084237  # 1008.8182929425603
   50.7 #       1007.856549746476  #       63557.46986392657    # -9.617130349633632 # 1007.856549746476 
   50.8 #       1006.8948367115127 #       63658.25551890122    # -9.616829040129526 # 1006.8948367115127
   50.9 #       1005.9331538074997 #       63758.94500257237    # -9.616528032279605 # 1005.9331538074997
   51.0 #       1004.9715010042718 #       63859.53831795312    # -9.61622732603349  # 1004.9715010042718
   51.1 #       1004.0098782716684 #       63960.035468053546   # -9.615926921340845 # 1004.0098782716684
   51.2 #       1003.0482855795343 #       64060.436455880714   # -9.615626818151394 # 1003.0482855795343
   51.3 #       1002.0867228977191 #       64160.74128443867    # -9.615327016414913 # 1002.0867228977191
   51.4 #       1001.1251901960776 #       64260.949956728444   # -9.61502751608123  # 1001.1251901960776
   51.5 #       1000.1636874444695 #       64361.062475748055   # -9.614728317100232 # 1000.1636874444695
   51.6 #       999.2022146127595  #       64461.0788444925     # -9.614429419421864 # 999.2022146127595 
   51.7 #       998.2407716708173  #       64560.99906595377    # -9.61413082299611  # 998.2407716708173 
   51.8 #       997.2793585885177  #       64660.823143120855   # -9.613832527773027 # 997.2793585885177 
   51.9 #       996.3179753357404  #       64760.551078979704   # -9.613534533702717 # 996.3179753357404 
   52.0 #       995.3566218823701  #       64860.18287651328    # -9.613236840735334 # 995.3566218823701 
   52.1 #       994.3952981982966  #       64959.71853870152    # -9.612939448821093 # 994.3952981982966 
   52.2 #       993.4340042534145  #       65059.15806852135    # -9.612642357910259 # 993.4340042534145 
   52.3 #       992.4727400176234  #       65158.50146894669    # -9.612345567953149 # 992.4727400176234 
   52.4 #       991.5115054608282  #       65257.74874294845    # -9.612049078900142 # 991.5115054608282 
   52.5 #       990.5503005529382  #       65356.899893494534   # -9.611752890701664 # 990.5503005529382 
   52.6 #       989.589125263868   #       65455.95492354983    # -9.611457003308198 # 989.589125263868  
   52.7 #       988.6279795635372  #       65554.91383607622    # -9.611161416670281 # 988.6279795635372 
   52.8 #       987.6668634218702  #       65653.77663403258    # -9.610866130738506 # 987.6668634218702 
   52.9 #       986.7057768087964  #       65752.54332037477    # -9.610571145463517 # 986.7057768087964 
   53.0 #       985.74471969425    #       65851.21389805565    # -9.610276460796015 # 985.74471969425   
   53.1 #       984.7836920481703  #       65949.78837002507    # -9.60998207668675  # 984.7836920481703 
   53.2 #       983.8226938405016  #       66048.26673922989    # -9.609687993086535 # 983.8226938405016 
   53.3 #       982.861725041193   #       66146.64900861394    # -9.609394209946226 # 982.861725041193  
   53.4 #       981.9007856201985  #       66244.93518111805    # -9.609100727216743 # 981.9007856201985 
   53.5 #       980.9398755474767  #       66343.12525968008    # -9.608807544849055 # 980.9398755474767 
   53.6 #       979.9789947929918  #       66441.21924723483    # -9.608514662794182 # 979.9789947929918 
   53.7 #       979.0181433267123  #       66539.21714671413    # -9.608222081003207 # 979.0181433267123 
   53.8 #       978.057321118612   #       66637.1189610468     # -9.607929799427263 # 978.057321118612  
   53.9 #       977.0965281386692  #       66734.92469315865    # -9.607637818017528 # 977.0965281386692 
   54.0 #       976.1357643568674  #       66832.63434597252    # -9.607346136725248 # 976.1357643568674 
   54.1 #       975.1750297431948  #       66930.2479224082     # -9.607054755501716 # 975.1750297431948 
   54.2 #       974.2143242676447  #       67027.76542538253    # -9.60676367429828  # 974.2143242676447 
   54.3 #       973.2536479002148  #       67125.1868578093     # -9.606472893066336 # 973.2536479002148 
   54.4 #       972.2930006109082  #       67222.51222259933    # -9.606182411757345 # 972.2930006109082 
   54.5 #       971.3323823697324  #       67319.74152266042    # -9.605892230322812 # 971.3323823697324 
   54.6 #       970.3717931467002  #       67416.8747608974     # -9.605602348714303 # 970.3717931467002 
   54.7 #       969.4112329118287  #       67513.91194021207    # -9.605312766883435 # 969.4112329118287 
   54.8 #       968.4507016351404  #       67610.85306350325    # -9.605023484781874 # 968.4507016351404 
   54.9 #       967.4901992866622  #       67707.69813366677    # -9.60473450236135  # 967.4901992866622 
   55.0 #       966.5297258364261  #       67804.44715359544    # -9.604445819573636 # 966.5297258364261 
   55.1 #       965.5692812544687  #       67901.10012617908    # -9.604157436370564 # 965.5692812544687 
   55.2 #       964.6088655108316  #       67997.65705430452    # -9.603869352704022 # 964.6088655108316 
   55.3 #       963.6484785755612  #       68094.1179408556     # -9.603581568525946 # 963.6484785755612 
   55.4 #       962.6881204187085  #       68190.48278871317    # -9.603294083788333 # 962.6881204187085 
   55.5 #       961.7277910103297  #       68286.75160075504    # -9.60300689844322  # 961.7277910103297 
   55.6 #       960.7674903204854  #       68382.92437985608    # -9.602720012442719 # 960.7674903204854 
   55.7 #       959.8072183192412  #       68479.00112888812    # -9.602433425738974 # 959.8072183192412 
   55.8 #       958.8469749766673  #       68574.98185072004    # -9.602147138284197 # 958.8469749766673 
   55.9 #       957.8867602628388  #       68670.8665482177     # -9.601861150030643 # 957.8867602628388 
   56.0 #       956.9265741478358  #       68766.65522424398    # -9.601575460930635 # 956.9265741478358 
   56.1 #       955.9664166017427  #       68862.34788165876    # -9.601290070936532 # 955.9664166017427 
   56.2 #       955.006287594649   #       68957.94452331893    # -9.601004980000761 # 955.006287594649  
   56.3 #       954.046187096649   #       69053.44515207839    # -9.600720188075792 # 954.046187096649  
   56.4 #       953.0861150778414  #       69148.84977078806    # -9.600435695114156 # 953.0861150778414 
   56.5 #       952.12607150833    #       69244.15838229585    # -9.600151501068433 # 952.12607150833   
   56.6 #       951.1660563582232  #       69339.37098944669    # -9.599867605891257 # 951.1660563582232 
   56.7 #       950.206069597634   #       69434.48759508251    # -9.599584009535318 # 950.206069597634  
   56.8 #       949.2461111966805  #       69529.50820204227    # -9.599300711953356 # 949.2461111966805 
   56.9 #       948.2861811254852  #       69624.43281316194    # -9.599017713098169 # 948.2861811254852 
   57.0 #       947.3262793541754  #       69719.26143127448    # -9.598735012922598 # 947.3262793541754 
   57.1 #       946.3664058528832  #       69813.9940592099     # -9.598452611379557 # 946.3664058528832 
   57.2 #       945.4065605917452  #       69908.63069979519    # -9.598170508421992 # 945.4065605917452 
   57.3 #       944.4467435409031  #       70003.17135585437    # -9.597888704002907 # 944.4467435409031 
   57.4 #       943.4869546705028  #       70097.61603020846    # -9.597607198075375 # 943.4869546705028 
   57.5 #       942.5271939506953  #       70191.96472567551    # -9.597325990592505 # 942.5271939506953 
   57.6 #       941.567461351636   #       70286.21744507058    # -9.597045081507462 # 941.567461351636  
   57.7 #       940.6077568434853  #       70380.37419120574    # -9.59676447077347  # 940.6077568434853 
   57.8 #       939.648080396408   #       70474.4349668901     # -9.596484158343804 # 939.648080396408  
   57.9 #       938.6884319805736  #       70568.39977492974    # -9.596204144171793 # 938.6884319805736 
   58.0 #       937.7288115661564  #       70662.2686181278     # -9.595924428210814 # 937.7288115661564 
   58.1 #       936.7692191233353  #       70756.04149928442    # -9.595645010414302 # 936.7692191233353 
   58.2 #       935.8096546222939  #       70849.71842119675    # -9.595365890735744 # 935.8096546222939 
   58.3 #       934.8501180332204  #       70943.29938665898    # -9.59508706912868  # 934.8501180332204 
   58.4 #       933.8906093263075  #       71036.7843984623     # -9.594808545546702 # 933.8906093263075 
   58.5 #       932.9311284717528  #       71130.17345939494    # -9.594530319943457 # 932.9311284717528 
   58.6 #       931.9716754397584  #       71223.4665722421     # -9.594252392272645 # 931.9716754397584 
   58.7 #       931.0122502005312  #       71316.66373978608    # -9.593974762488017 # 931.0122502005312 
   58.8 #       930.0528527242824  #       71409.76496480613    # -9.59369743054338  # 930.0528527242824 
   58.9 #       929.093482981228   #       71502.77025007857    # -9.593420396392588 # 929.093482981228  
   59.0 #       928.1341409415887  #       71595.6795983767     # -9.593143659989552 # 928.1341409415887 
   59.1 #       927.1748265755898  #       71688.49301247085    # -9.592867221288243 # 927.1748265755898 
   59.2 #       926.215539853461   #       71781.21049512841    # -9.592591080242673 # 926.215539853461  
   59.3 #       925.2562807454367  #       71873.83204911376    # -9.59231523680691  # 925.2562807454367 
   59.4 #       924.297049221756   #       71966.3576771883     # -9.592039690935078 # 924.297049221756  
   59.5 #       923.3378452526624  #       72058.78738211047    # -9.591764442581356 # 923.3378452526624 
   59.6 #       922.3786688084043  #       72151.12116663574    # -9.591489491699969 # 922.3786688084043 
   59.7 #       921.4195198592344  #       72243.35903351658    # -9.591214838245197 # 921.4195198592344 
   59.8 #       920.4603983754098  #       72335.5009855025     # -9.590940482171376 # 920.4603983754098 
   59.9 #       919.5013043271927  #       72427.54702534004    # -9.590666423432895 # 919.5013043271927 
   60.0 #       918.5422376848494  #       72519.49715577275    # -9.59039266198419  # 918.5422376848494 
   60.1 #       917.583198418651   #       72611.35137954124    # -9.590119197779753 # 917.583198418651  
   60.2 #       916.6241864988731  #       72703.1096993831     # -9.589846030774133 # 916.6241864988731 
   60.3 #       915.6652018957957  #       72794.77211803298    # -9.589573160921924 # 915.6652018957957 
   60.4 #       914.7062445797035  #       72886.33863822256    # -9.589300588177778 # 914.7062445797035 
   60.5 #       913.7473145208857  #       72977.80926268053    # -9.589028312496398 # 913.7473145208857 
   60.6 #       912.7884116896361  #       73069.18399413262    # -9.58875633383254  # 912.7884116896361 
   60.7 #       911.8295360562528  #       73160.46283530159    # -9.588484652141014 # 911.8295360562528 
   60.8 #       910.8706875910386  #       73251.64578890722    # -9.588213267376679 # 910.8706875910386 
   60.9 #       909.911866264301   #       73342.73285766633    # -9.58794217949445  # 909.911866264301  
   61.0 #       908.9530720463516  #       73433.72404429276    # -9.587671388449287 # 908.9530720463516 
   61.1 #       907.9943049075067  #       73524.61935149739    # -9.587400894196222 # 907.9943049075067 
   61.2 #       907.0355648180871  #       73615.41878198813    # -9.587130696690311 # 907.0355648180871 
   61.3 #       906.0768517484181  #       73706.12233846994    # -9.58686079588669  # 906.0768517484181 
   61.4 #       905.1181656688294  #       73796.73002364478    # -9.586591191740528 # 905.1181656688294 
   61.5 #       904.1595065496554  #       73887.24184021166    # -9.586321884207061 # 904.1595065496554 
   61.6 #       903.2008743612347  #       73977.65779086662    # -9.586052873241561 # 903.2008743612347 
   61.7 #       902.2422690739105  #       74067.97787830274    # -9.585784158799372 # 902.2422690739105 
   61.8 #       901.2836906580305  #       74158.20210521013    # -9.585515740835874 # 901.2836906580305 
   61.9 #       900.325139083947   #       74248.33047427594    # -9.585247619306505 # 900.325139083947  
   62.0 #       899.3666143220163  #       74338.36298818434    # -9.584979794166761 # 899.3666143220163 
   62.1 #       898.4081163425997  #       74428.29964961654    # -9.58471226537218  # 898.4081163425997 
   62.2 #       897.4496451160625  #       74518.1404612508     # -9.584445032878364 # 897.4496451160625 
   62.3 #       896.4912006127746  #       74607.8854257624     # -9.584178096640956 # 896.4912006127746 
   62.4 #       895.5327828031105  #       74697.53454582368    # -9.583911456615658 # 895.5327828031105 
   62.5 #       894.5743916574489  #       74787.08782410399    # -9.583645112758225 # 894.5743916574489 
   62.6 #       893.6160271461731  #       74876.54526326974    # -9.58337906502446  # 893.6160271461731 
   62.7 #       892.6576892396706  #       74965.90686598436    # -9.583113313370221 # 892.6576892396706 
   62.8 #       891.6993779083336  #       75055.17263490833    # -9.582847857751418 # 891.6993779083336 
   62.9 #       890.7410931225585  #       75144.34257269917    # -9.58258269812401  # 890.7410931225585 
   63.0 #       889.7828348527461  #       75233.41668201142    # -9.582317834444018 # 889.7828348527461 
   63.1 #       888.8246030693017  #       75322.3949654967     # -9.582053266667502 # 888.8246030693017 
   63.2 #       887.866397742635   #       75411.27742580364    # -9.581788994750584 # 887.866397742635  
   63.3 #       886.9082188431598  #       75500.0640655779     # -9.581525018649433 # 886.9082188431598 
   63.4 #       885.9500663412949  #       75588.75488746222    # -9.58126133832027  # 885.9500663412949 
   63.5 #       884.9919402074629  #       75677.34989409635    # -9.580997953719374 # 884.9919402074629 
   63.6 #       884.033840412091   #       75765.84908811709    # -9.580734864803071 # 884.033840412091  
   63.7 #       883.0757669256107  #       75854.2524721583     # -9.58047207152774  # 883.0757669256107 
   63.8 #       882.1177197184579  #       75942.56004885086    # -9.58020957384981  # 882.1177197184579 
   63.9 #       881.159698761073   #       76030.77182082272    # -9.57994737172577  # 881.159698761073  
   64.0 #       880.2017040239003  #       76118.88779069882    # -9.579685465112153 # 880.2017040239003 
   64.1 #       879.2437354773891  #       76206.90796110121    # -9.579423853965544 # 879.2437354773891 
   64.2 #       878.2857930919926  #       76294.83233464895    # -9.579162538242583 # 878.2857930919926 
   64.3 #       877.3278768381683  #       76382.66091395814    # -9.578901517899963 # 877.3278768381683 
   64.4 #       876.3699866863783  #       76470.39370164195    # -9.578640792894427 # 876.3699866863783 
   64.5 #       875.4121226070888  #       76558.03070031058    # -9.578380363182772 # 875.4121226070888 
   64.6 #       874.4542845707705  #       76645.5719125713     # -9.578120228721842 # 874.4542845707705 
   64.7 #       873.4964725478983  #       76733.01734102838    # -9.577860389468539 # 873.4964725478983 
   64.8 #       872.5386865089514  #       76820.36698828316    # -9.577600845379811 # 872.5386865089514 
   64.9 #       871.5809264244134  #       76907.62085693405    # -9.577341596412664 # 871.5809264244134 
   65.0 #       870.6231922647721  #       76994.77894957649    # -9.577082642524154 # 870.6231922647721 
   65.1 #       869.6654840005197  #       77081.84126880296    # -9.576823983671385 # 869.6654840005197 
   65.2 #       868.7078016021525  #       77168.80781720302    # -9.576565619811518 # 868.7078016021525 
   65.3 #       867.7501450401713  #       77255.67859736324    # -9.57630755090176  # 867.7501450401713 
   65.4 #       866.7925142850812  #       77342.45361186725    # -9.576049776899376 # 866.7925142850812 
   65.5 #       865.8349093073913  #       77429.13286329576    # -9.57579229776168  # 865.8349093073913 
   65.6 #       864.8773300776152  #       77515.7163542265     # -9.57553511344604  # 864.8773300776152 
   65.7 #       863.9197765662706  #       77602.20408723426    # -9.57527822390987  # 863.9197765662706 
   65.8 #       862.9622487438796  #       77688.5960648909     # -9.575021629110639 # 862.9622487438796 
   65.9 #       862.0047465809686  #       77774.89228976528    # -9.574765329005867 # 862.0047465809686 
   66.0 #       861.047270048068   #       77861.09276442337    # -9.574509323553134 # 861.047270048068  
   66.1 #       860.0898191157127  #       77947.19749142817    # -9.574253612710056 # 860.0898191157127 
   66.2 #       859.1323937544416  #       78033.20647333974    # -9.573998196434314 # 859.1323937544416 
   66.3 #       858.1749939347982  #       78119.11971271518    # -9.573743074683632 # 858.1749939347982 
   66.4 #       857.2176196273298  #       78204.93721210866    # -9.573488247415792 # 857.2176196273298 
   66.5 #       856.2602708025883  #       78290.6589740714     # -9.573233714588627 # 856.2602708025883 
   66.6 #       855.3029474311294  #       78376.28500115166    # -9.572979476160015 # 855.3029474311294 
   66.7 #       854.3456494835134  #       78461.81529589478    # -9.57272553208789  # 854.3456494835134 
   66.8 #       853.3883769303046  #       78547.24986084313    # -9.572471882330245 # 853.3883769303046 
   66.9 #       852.4311297420716  #       78632.58869853616    # -9.572218526845107 # 852.4311297420716 
   67.0 #       851.4739078893871  #       78717.83181151036    # -9.571965465590573 # 851.4739078893871 
   67.1 #       850.516711342828   #       78802.9792022993     # -9.571712698524777 # 850.516711342828  
   67.2 #       849.5595400729756  #       78888.03087343358    # -9.571460225605918 # 849.5595400729756 
   67.3 #       848.602394050415   #       78972.98682744088    # -9.571208046792234 # 848.602394050415  
   67.4 #       847.6452732457358  #       79057.84706684592    # -9.57095616204202  # 847.6452732457358 
   67.5 #       846.6881776295315  #       79142.61159417049    # -9.570704571313625 # 846.6881776295315 
   67.6 #       845.7311071724001  #       79227.28041193345    # -9.57045327456544  # 845.7311071724001 
   67.7 #       844.7740618449436  #       79311.8535226507     # -9.570202271755921 # 844.7740618449436 
   67.8 #       843.817041617768   #       79396.33092883519    # -9.569951562843569 # 843.817041617768  
   67.9 #       842.8600464614836  #       79480.71263299696    # -9.56970114778693  # 842.8600464614836 
   68.0 #       841.903076346705   #       79564.9986376431     # -9.569451026544613 # 841.903076346705  
   68.1 #       840.9461312440505  #       79649.18894527777    # -9.569201199075264 # 840.9461312440505 
   68.2 #       839.989211124143   #       79733.28355840217    # -9.568951665337597 # 839.989211124143  
   68.3 #       839.0323159576093  #       79817.28247951459    # -9.568702425290367 # 839.0323159576093 
   68.4 #       838.0754457150803  #       79901.18571111035    # -9.56845347889238  # 838.0754457150803 
   68.5 #       837.118600367191   #       79984.99325568185    # -9.568204826102498 # 837.118600367191  
   68.6 #       836.1617798845807  #       80068.70511571858    # -9.567956466879632 # 836.1617798845807 
   68.7 #       835.2049842378927  #       80152.32129370703    # -9.567708401182744 # 835.2049842378927 
   68.8 #       834.2482133977745  #       80235.84179213083    # -9.567460628970846 # 834.2482133977745 
   68.9 #       833.2914673348774  #       80319.26661347061    # -9.567213150203004 # 833.2914673348774 
   69.0 #       832.3347460198571  #       80402.5957602041     # -9.566965964838332 # 832.3347460198571 
   69.1 #       831.3780494233732  #       80485.8292348061     # -9.566719072836    # 831.3780494233732 
   69.2 #       830.4213775160896  #       80568.96703974843    # -9.566472474155225 # 830.4213775160896 
   69.3 #       829.4647302686741  #       80652.00917750003    # -9.566226168755271 # 829.4647302686741 
   69.4 #       828.5081076517986  #       80734.9556505269     # -9.565980156595467 # 828.5081076517986 
   69.5 #       827.551509636139   #       80817.80646129209    # -9.56573443763518  # 827.551509636139  
   69.6 #       826.5949361923755  #       80900.5616122557     # -9.565489011833835 # 826.5949361923755 
   69.7 #       825.6383872911921  #       80983.22110587494    # -9.565243879150904 # 825.6383872911921 
   69.8 #       824.681862903277   #       81065.78494460406    # -9.564999039545908 # 824.681862903277  
   69.9 #       823.7253629993223  #       81148.25313089439    # -9.56475449297843  # 823.7253629993223 
   70.0 #       822.7688875500245  #       81230.62566719433    # -9.564510239408094 # 822.7688875500245 
   70.1 #       821.8124365260837  #       81312.90255594933    # -9.564266278794575 # 821.8124365260837 
   70.2 #       820.8560098982043  #       81395.08379960194    # -9.564022611097608 # 820.8560098982043 
   70.3 #       819.8996076370945  #       81477.16940059177    # -9.563779236276964 # 819.8996076370945 
   70.4 #       818.9432297134668  #       81559.15936135547    # -9.563536154292484 # 818.9432297134668 
   70.5 #       817.9868760980376  #       81641.05368432682    # -9.56329336510404  # 817.9868760980376 
   70.6 #       817.0305467615271  #       81722.85237193662    # -9.563050868671569 # 817.0305467615271 
   70.7 #       816.07424167466    #       81804.55542661277    # -9.56280866495506  # 816.07424167466   
   70.8 #       815.1179608081645  #       81886.16285078024    # -9.562566753914536 # 815.1179608081645 
   70.9 #       814.161704132773   #       81967.67464686105    # -9.562325135510093 # 814.161704132773  
   71.0 #       813.2054716192221  #       82049.09081727432    # -9.562083809701862 # 813.2054716192221 
   71.1 #       812.2492632382518  #       82130.41136443625    # -9.561842776450034 # 812.2492632382518 
   71.2 #       811.2930789606069  #       82211.63629076007    # -9.561602035714841 # 811.2930789606069 
   71.3 #       810.3369187570354  #       82292.76559865613    # -9.561361587456576 # 810.3369187570354 
   71.4 #       809.3807825982898  #       82373.79929053184    # -9.561121431635573 # 809.3807825982898 
   71.5 #       808.4246704551263  #       82454.73736879167    # -9.560881568212233 # 808.4246704551263 
   71.6 #       807.468582298305   #       82535.57983583718    # -9.56064199714699  # 807.468582298305  
   71.7 #       806.5125180985904  #       82616.32669406701    # -9.560402718400335 # 806.5125180985904 
   71.8 #       805.5564778267503  #       82696.97794587688    # -9.560163731932809 # 805.5564778267503 
   71.9 #       804.600461453557   #       82777.53359365955    # -9.559925037705014 # 804.600461453557  
   72.0 #       803.6444689497865  #       82857.9936398049     # -9.559686635677586 # 803.6444689497865 
   72.1 #       802.6885002862188  #       82938.35808669988    # -9.559448525811225 # 802.6885002862188 
   72.2 #       801.7325554336377  #       83018.6269367285     # -9.559210708066674 # 801.7325554336377 
   72.3 #       800.776634362831   #       83098.80019227187    # -9.558973182404724 # 800.776634362831  
   72.4 #       799.8207370445906  #       83178.87785570815    # -9.558735948786234 # 799.8207370445906 
   72.5 #       798.864863449712   #       83258.85992941262    # -9.55849900717209  # 798.864863449712  
   72.6 #       797.9090135489947  #       83338.74641575759    # -9.558262357523246 # 797.9090135489947 
   72.7 #       796.9531873132424  #       83418.53731711248    # -9.558025999800698 # 796.9531873132424 
   72.8 #       795.9973847132624  #       83498.2326358438     # -9.557789933965497 # 795.9973847132624 
   72.9 #       795.0416057198659  #       83577.83237431513    # -9.55755415997874  # 795.0416057198659 
   73.0 #       794.085850303868   #       83657.33653488712    # -9.557318677801575 # 794.085850303868  
   73.1 #       793.1301184360879  #       83736.7451199175     # -9.557083487395214 # 793.1301184360879 
   73.2 #       792.1744100873483  #       83816.0581317611     # -9.556848588720896 # 792.1744100873483 
   73.3 #       791.2187252284762  #       83895.27557276984    # -9.55661398173993  # 791.2187252284762 
   73.4 #       790.2630638303021  #       83974.39744529269    # -9.556379666413665 # 790.2630638303021 
   73.5 #       789.3074258636608  #       84053.42375167573    # -9.556145642703509 # 789.3074258636608 
   73.6 #       788.3518112993904  #       84132.3544942621     # -9.555911910570906 # 788.3518112993904 
   73.7 #       787.3962201083333  #       84211.18967539203    # -9.555678469977371 # 787.3962201083333 
   73.8 #       786.4406522613356  #       84289.92929740286    # -9.555445320884449 # 786.4406522613356 
   73.9 #       785.4851077292471  #       84368.573362629      # -9.555212463253744 # 785.4851077292471 
   74.0 #       784.5295864829218  #       84447.12187340192    # -9.554979897046918 # 784.5295864829218 
   74.1 #       783.5740884932171  #       84525.57483205022    # -9.554747622225673 # 783.5740884932171 
   74.2 #       782.6186137309945  #       84603.93224089954    # -9.554515638751763 # 782.6186137309945 
   74.3 #       781.6631621671194  #       84682.19410227264    # -9.554283946586999 # 781.6631621671194 
   74.4 #       780.7077337724606  #       84760.36041848935    # -9.554052545693231 # 780.7077337724606 
   74.5 #       779.7523285178913  #       84838.43119186659    # -9.55382143603237  # 779.7523285178913 
   74.6 #       778.796946374288   #       84916.40642471839    # -9.553590617566373 # 778.796946374288  
   74.7 #       777.8415873125314  #       84994.28611935582    # -9.553360090257241 # 777.8415873125314 
   74.8 #       776.8862513035057  #       85072.07027808708    # -9.553129854067041 # 776.8862513035057 
   74.9 #       775.9309383180989  #       85149.75890321743    # -9.552899908957874 # 775.9309383180989 
   75.0 #       774.9756483272031  #       85227.35199704923    # -9.552670254891899 # 774.9756483272031 
   75.1 #       774.0203813017139  #       85304.84956188196    # -9.55244089183133  # 774.0203813017139 
   75.2 #       773.0651372125308  #       85382.25160001212    # -9.55221181973842  # 773.0651372125308 
   75.3 #       772.109916030557   #       85459.55811373338    # -9.551983038575479 # 772.109916030557  
   75.4 #       771.1547177266995  #       85536.76910533644    # -9.551754548304862 # 771.1547177266995 
   75.5 #       770.199542271869   #       85613.88457710911    # -9.551526348888983 # 770.199542271869  
   75.6 #       769.24438963698    #       85690.9045313363     # -9.551298440290303 # 769.24438963698   
   75.7 #       768.289259792951   #       85767.8289703        # -9.551070822471326 # 768.289259792951  
   75.8 #       767.334152710704   #       85844.6578962793     # -9.550843495394613 # 767.334152710704  
   75.9 #       766.3790683611645  #       85921.39131155037    # -9.550616459022777 # 766.3790683611645 
