  TEMPO #       VELOCID #                  POSICAO #              dv/dt #              dxdt
  152.7 #       37.42731561689262  #       116779.46575043222   # -9.459966654061088 # 37.42731561689262 
  152.8 #       36.481318951486514 #       116783.20848199392   # -9.45995573767791  # 36.481318951486514
  152.9 #       35.535323377718726 #       116786.85661388907   # -9.4599450972307   # 35.535323377718726
  153.0 #       34.589328867995654 #       116790.41014622684   # -9.459934732717748 # 34.589328867995654
  153.1 #       33.64333539472388  #       116793.86907911365   # -9.459924644137383 # 33.64333539472388 
  153.2 #       32.697342930310136 #       116797.23341265312   # -9.459914831487978 # 32.697342930310136
  153.3 #       31.751351447161337 #       116800.50314694615   # -9.45990529476795  # 31.751351447161337
  153.4 #       30.805360917684542 #       116803.67828209087   # -9.459896033975763 # 30.805360917684542
  153.5 #       29.859371314286967 #       116806.75881818264   # -9.459887049109918 # 29.859371314286967
  153.6 #       28.913382609375976 #       116809.74475531407   # -9.459878340168974 # 28.913382609375976
  153.7 #       27.96739477535908  #       116812.636093575     # -9.45986990715152  # 27.96739477535908 
  153.8 #       27.021407784643927 #       116815.43283305253   # -9.459861750056195 # 27.021407784643927
  153.9 #       26.07542160963831  #       116818.134973831     # -9.459853868881686 # 26.07542160963831 
  154.0 #       25.12943622275014  #       116820.74251599195   # -9.459846263626714 # 25.12943622275014 
  154.1 #       24.183451596387467 #       116823.25545961423   # -9.45983893429006  # 24.183451596387467
  154.2 #       23.23746770295846  #       116825.67380477386   # -9.459831880870535 # 23.23746770295846 
  154.3 #       22.291484514871406 #       116827.99755154416   # -9.459825103366999 # 22.291484514871406
  154.4 #       21.34550200453471  #       116830.22669999565   # -9.459818601778359 # 21.34550200453471 
  154.5 #       20.399520144356874 #       116832.3612501961    # -9.459812376103564 # 20.399520144356874
  154.6 #       19.453538906746516 #       116834.40120221055   # -9.459806426341604 # 19.453538906746516
  154.7 #       18.507558264112355 #       116836.34655610123   # -9.45980075249152  # 18.507558264112355
  154.8 #       17.5615781888632   #       116838.19731192764   # -9.45979535455239  # 17.5615781888632  
  154.9 #       16.61559865340796  #       116839.95346974653   # -9.459790232523344 # 16.61559865340796 
  155.0 #       15.669619630155626 #       116841.61502961187   # -9.459785386403553 # 15.669619630155626
  155.1 #       14.72364109151527  #       116843.1819915749    # -9.459780816192225 # 14.72364109151527 
  155.2 #       13.777663009896049 #       116844.65435568405   # -9.459776521888626 # 13.777663009896049
  155.3 #       12.831685357707187 #       116846.03212198503   # -9.459772503492056 # 12.831685357707187
  155.4 #       11.885708107357981 #       116847.3152905208    # -9.459768761001863 # 11.885708107357981
  155.5 #       10.939731231257795 #       116848.50386133153   # -9.459765294417439 # 10.939731231257795
  155.6 #       9.993754701816052  #       116849.59783445465   # -9.459762103738216 # 9.993754701816052 
  155.7 #       9.04777849144223   #       116850.59720992483   # -9.45975918896368  # 9.04777849144223  
  155.8 #       8.101802572545862  #       116851.50198777398   # -9.459756550093353 # 8.101802572545862 
  155.9 #       7.155826917536527  #       116852.31216803123   # -9.459754187126803 # 7.155826917536527 
  156.0 #       6.209851498823847  #       116853.02775072299   # -9.45975210006364  # 6.209851498823847 
  156.1 #       5.263876288817483  #       116853.64873587288   # -9.45975028890353  # 5.263876288817483 
  156.2 #       4.31790125992713   #       116854.17512350176   # -9.459748753646164 # 4.31790125992713  
  156.3 #       3.371926384562513  #       116854.60691362775   # -9.459747494291292 # 3.371926384562513 
  156.4 #       2.4259516351333836 #       116854.94410626621   # -9.459746510838709 # 2.4259516351333836
  156.5 #       1.4799769840495127 #       116855.18670142972   # -9.45974580328824  # 1.4799769840495127
  156.6 #       0.5340024037206887 #       116855.33469912813   # -9.459745371639771 # 0.5340024037206887
  156.7 #       -0.4119721334432884 #       116855.3880993685    # -9.45974521589322  # -0.4119721334432884
  156.8 #       -1.3579466550326105 #       116855.34690215516   # -9.459745336048558 # -1.3579466550326105
  156.9 #       -2.3039211886374664 #       116855.21110748965   # -9.459745732105791 # -2.3039211886374664
  157.0 #       -3.2498957618480455 #       116854.9807153708    # -9.459746404064978 # -3.2498957618480455
  157.1 #       -4.195870402254544 #       116854.65572579461   # -9.459747351926218 # -4.195870402254544
  157.2 #       -5.141845137447166 #       116854.23613875438   # -9.459748575689657 # -5.141845137447166
  157.3 #       -6.087819995016131 #       116853.72195424064   # -9.45975007535548  # -6.087819995016131
  157.4 #       -7.033795002551679 #       116853.11317224114   # -9.459751850923922 # -7.033795002551679
  157.5 #       -7.979770187644071 #       116852.40979274089   # -9.459753902395258 # -7.979770187644071
  157.6 #       -8.925745577883596 #       116851.61181572212   # -9.45975622976981  # -8.925745577883596
  157.7 #       -9.871721200860577 #       116850.71924116433   # -9.459758833047943 # -9.871721200860577
  157.8 #       -10.81769708416537 #       116849.73206904424   # -9.459761712230065 # -10.81769708416537
  157.9 #       -11.763673255388378 #       116848.65029933583   # -9.459764867316634 # -11.763673255388378
  158.0 #       -12.70964974212004 #       116847.4739320103    # -9.459768298308145 # -12.70964974212004
  158.1 #       -13.655626571950854 #       116846.20296703608   # -9.459772005205139 # -13.655626571950854
  158.2 #       -14.601603772471368 #       116844.83740437888   # -9.459775988008207 # -14.601603772471368
  158.3 #       -15.547581371272189 #       116843.37724400163   # -9.459780246717978 # -15.547581371272189
  158.4 #       -16.493559395943986 #       116841.82248586451   # -9.459784781335124 # -16.493559395943986
  158.5 #       -17.439537874077498 #       116840.17312992492   # -9.459789591860366 # -17.439537874077498
  158.6 #       -18.385516833263534 #       116838.42917613752   # -9.459794678294466 # -18.385516833263534
  158.7 #       -19.33149630109298 #       116836.5906244542    # -9.459800040638239 # -19.33149630109298
  158.8 #       -20.277476305156803 #       116834.65747482408   # -9.45980567889253  # -20.277476305156803
  158.9 #       -21.223456873046057 #       116832.62972719356   # -9.459811593058241 # -21.223456873046057
  159.0 #       -22.16943803235188 #       116830.50738150626   # -9.459817783136307 # -22.16943803235188
  159.1 #       -23.11541981066551 #       116828.29043770304   # -9.459824249127717 # -23.11541981066551
  159.2 #       -24.06140223557828 #       116825.97889572197   # -9.459830991033495 # -24.06140223557828
  159.3 #       -25.00738533468163 #       116823.57275549842   # -9.45983800885472  # -25.00738533468163
  159.4 #       -25.9533691355671  #       116821.07201696496   # -9.45984530259251  # -25.9533691355671 
  159.5 #       -26.899353665826354 #       116818.4766800514    # -9.459852872248023 # -26.899353665826354
  159.6 #       -27.845338953051154 #       116815.78674468482   # -9.459860717822467 # -27.845338953051154
  159.7 #       -28.7913250248334  #       116813.00221078952   # -9.459868839317092 # -28.7913250248334 
  159.8 #       -29.73731190876511 #       116810.12307828704   # -9.459877236733195 # -29.73731190876511
  159.9 #       -30.68329963243843 #       116807.14934709616   # -9.459885910072112 # -30.68329963243843
  160.0 #       -31.62928822344564 #       116804.0810171329    # -9.459894859335227 # -31.62928822344564
  160.1 #       -32.575277709379165 #       116800.91808831056   # -9.45990408452397  # -32.575277709379165
  160.2 #       -33.52126811783156 #       116797.66056053962   # -9.459913585639809 # -33.52126811783156
  160.3 #       -34.46725947639554 #       116794.30843372784   # -9.459923362684263 # -34.46725947639554
  160.4 #       -35.413251812663965 #       116790.8617077802    # -9.459933415658893 # -35.413251812663965
  160.5 #       -36.35924515422985 #       116787.32038259893   # -9.459943744565305 # -36.35924515422985
  160.6 #       -37.305239528686386 #       116783.68445808352   # -9.45995434940514  # -37.305239528686386
  160.7 #       -38.2512349636269  #       116779.95393413065   # -9.459965230180098 # -38.2512349636269 
  160.8 #       -39.19723148664491 #       116776.12881063428   # -9.459976386891915 # -39.19723148664491
  160.9 #       -40.1432291253341  #       116772.20908748562   # -9.459987819542373 # -40.1432291253341 
  161.0 #       -41.08922790728834 #       116768.19476457308   # -9.459999528133295 # -41.08922790728834
  161.1 #       -42.03522786010167 #       116764.08584178235   # -9.460011512666558 # -42.03522786010167
  161.2 #       -42.98122901136833 #       116759.88231899634   # -9.460023773144071 # -42.98122901136833
  161.3 #       -43.927231388682735 #       116755.58419609521   # -9.460036309567792 # -43.927231388682735
  161.4 #       -44.873235019639516 #       116751.19147295634   # -9.460049121939731 # -44.873235019639516
  161.5 #       -45.819239931833486 #       116746.70414945438   # -9.460062210261926 # -45.819239931833486
  161.6 #       -46.76524615285968 #       116742.1222254612    # -9.460075574536475 # -46.76524615285968
  161.7 #       -47.71125371031333 #       116737.44570084591   # -9.460089214765516 # -47.71125371031333
  161.8 #       -48.657262631789884 #       116732.67457547488   # -9.460103130951222 # -48.657262631789884
  161.9 #       -49.603272944885006 #       116727.80884921171   # -9.46011732309582  # -49.603272944885006
  162.0 #       -50.549284677194585 #       116722.84852191721   # -9.460131791201581 # -50.549284677194585
  162.1 #       -51.49529785631474 #       116717.79359344949   # -9.460146535270818 # -51.49529785631474
  162.2 #       -52.44131250984182 #       116712.64406366386   # -9.460161555305888 # -52.44131250984182
  162.3 #       -53.38732866537241 #       116707.39993241287   # -9.460176851309189 # -53.38732866537241
  162.4 #       -54.33334635050333 #       116702.06119954633   # -9.460192423283171 # -54.33334635050333
  162.5 #       -55.279365592831645 #       116696.62786491128   # -9.460208271230323 # -55.279365592831645
  162.6 #       -56.22538641995468 #       116691.09992835199   # -9.460224395153178 # -56.22538641995468
  162.7 #       -57.17140885947    #       116685.47738971      # -9.460240795054318 # -57.17140885947   
  162.8 #       -58.11743293897543 #       116679.76024882405   # -9.460257470936364 # -58.11743293897543
  162.9 #       -59.06345868606907 #       116673.94850553015   # -9.460274422801982 # -59.06345868606907
  163.0 #       -60.009486128349266 #       116668.04215966153   # -9.460291650653886 # -60.009486128349266
  163.1 #       -60.955515293414656 #       116662.0412110487    # -9.460309154494832 # -60.955515293414656
  163.2 #       -61.90154620886414 #       116655.94565951935   # -9.46032693432762  # -61.90154620886414
  163.3 #       -62.8475789022969  #       116649.75550489847   # -9.460344990155091 # -62.8475789022969 
  163.4 #       -63.79361340131241 #       116643.47074700824   # -9.46036332198014  # -63.79361340131241
  163.5 #       -64.73964973351043 #       116637.0913856681    # -9.460381929805694 # -64.73964973351043
  163.6 #       -65.685687926491   #       116630.61742069475   # -9.460400813634733 # -65.685687926491  
  163.7 #       -66.63172800785448 #       116624.0488519021    # -9.460419973470282 # -66.63172800785448
  163.8 #       -67.5777700052015  #       116617.38567910131   # -9.460439409315399 # -67.5777700052015 
  163.9 #       -68.52381394613305 #       116610.6279021008    # -9.460459121173201 # -68.52381394613305
  164.0 #       -69.46985985825037 #       116603.77552070619   # -9.46047910904684  # -69.46985985825037
  164.1 #       -70.41590776915506 #       116596.82853472036   # -9.460499372939516 # -70.41590776915506
  164.2 #       -71.361957706449   #       116589.78694394344   # -9.460519912854473 # -71.361957706449  
  164.3 #       -72.30800969773445 #       116582.6507481728    # -9.460540728794994 # -72.30800969773445
  164.4 #       -73.25406377061395 #       116575.41994720303   # -9.460561820764417 # -73.25406377061395
  164.5 #       -74.2001199526904  #       116568.09454082597   # -9.460583188766114 # -74.2001199526904 
  164.6 #       -75.14617827156701 #       116560.6745288307    # -9.460604832803504 # -75.14617827156701
  164.7 #       -76.09223875484736 #       116553.15991100355   # -9.460626752880057 # -76.09223875484736
  164.8 #       -77.03830143013536 #       116545.55068712807   # -9.460648948999278 # -77.03830143013536
  164.9 #       -77.9843663250353  #       116537.84685698505   # -9.460671421164722 # -77.9843663250353 
  165.0 #       -78.93043346715177 #       116530.04842035256   # -9.460694169379984 # -78.93043346715177
  165.1 #       -79.87650288408977 #       116522.15537700584   # -9.460717193648712 # -79.87650288408977
  165.2 #       -80.82257460345464 #       116514.16772671742   # -9.460740493974585 # -80.82257460345464
  165.3 #       -81.7686486528521  #       116506.08546925707   # -9.460764070361341 # -81.7686486528521 
  165.4 #       -82.71472505988822 #       116497.90860439179   # -9.460787922812749 # -82.71472505988822
  165.5 #       -83.6608038521695  #       116489.6371318858    # -9.46081205133263  # -83.6608038521695 
  165.6 #       -84.60688505730276 #       116481.27105150059   # -9.460836455924845 # -84.60688505730276
  165.7 #       -85.55296870289524 #       116472.81036299486   # -9.46086113659331  # -85.55296870289524
  165.8 #       -86.49905481655458 #       116464.25506612458   # -9.460886093341967 # -86.49905481655458
  165.9 #       -87.44514342588877 #       116455.60516064292   # -9.46091132617482  # -87.44514342588877
  166.0 #       -88.39123455850626 #       116446.86064630034   # -9.460936835095909 # -88.39123455850626
  166.1 #       -89.33732824201584 #       116438.02152284449   # -9.460962620109315 # -89.33732824201584
  166.2 #       -90.28342450402677 #       116429.08779002029   # -9.460988681219167 # -90.28342450402677
  166.3 #       -91.22952337214869 #       116420.05944756989   # -9.461015018429649 # -91.22952337214869
  166.4 #       -92.17562487399165 #       116410.93649523267   # -9.461041631744967 # -92.17562487399165
  166.5 #       -93.12172903716615 #       116401.71893274528   # -9.461068521169391 # -93.12172903716615
  166.6 #       -94.06783588928309 #       116392.40675984156   # -9.461095686707226 # -94.06783588928309
  166.7 #       -95.01394545795381 #       116382.99997625263   # -9.461123128362823 # -95.01394545795381
  166.8 #       -95.96005777079009 #       116373.49858170684   # -9.461150846140574 # -95.96005777079009
  166.9 #       -96.90617285540415 #       116363.90257592975   # -9.461178840044923 # -96.90617285540415
  167.0 #       -97.85229073940864 #       116354.21195864421   # -9.461207110080357 # -97.85229073940864
  167.1 #       -98.79841145041668 #       116344.42672957027   # -9.461235656251397 # -98.79841145041668
  167.2 #       -99.74453501604182 #       116334.54688842523   # -9.461264478562622 # -99.74453501604182
  167.3 #       -100.69066146389808 #       116324.57243492363   # -9.461293577018647 # -100.69066146389808
  167.4 #       -101.63679082159994 #       116314.50336877724   # -9.461322951624135 # -101.63679082159994
  167.5 #       -102.58292311676236 #       116304.33968969507   # -9.461352602383789 # -102.58292311676236
  167.6 #       -103.52905837700074 #       116294.0813973834    # -9.461382529302362 # -103.52905837700074
  167.7 #       -104.47519662993098 #       116283.7284915457    # -9.46141273238465  # -104.47519662993098
  167.8 #       -105.42133790316944 #       116273.2809718827    # -9.461443211635487 # -105.42133790316944
  167.9 #       -106.36748222433299 #       116262.7388380924    # -9.461473967059764 # -106.36748222433299
  168.0 #       -107.31362962103897 #       116252.10208986996   # -9.4615049986624   # -107.31362962103897
  168.1 #       -108.2597801209052 #       116241.37072690786   # -9.461536306448373 # -108.2597801209052
  168.2 #       -109.20593375155005 #       116230.54474889577   # -9.4615678904227   # -109.20593375155005
  168.3 #       -110.15209054059233 #       116219.62415552062   # -9.461599750590437 # -110.15209054059233
  168.4 #       -111.09825051565137 #       116208.60894646656   # -9.461631886956692 # -111.09825051565137
  168.5 #       -112.04441370434704 #       116197.49912141499   # -9.461664299526614 # -112.04441370434704
  168.6 #       -112.99058013429969 #       116186.29468004456   # -9.461696988305402 # -112.99058013429969
  168.7 #       -113.93674983313024 #       116174.99562203113   # -9.461729953298288 # -113.93674983313024
  168.8 #       -114.88292282846007 #       116163.60194704782   # -9.461763194510558 # -114.88292282846007
  168.9 #       -115.82909914791112 #       116152.11365476498   # -9.461796711947537 # -115.82909914791112
  169.0 #       -116.77527881910588 #       116140.53074485018   # -9.461830505614596 # -116.77527881910588
  169.1 #       -117.72146186966734 #       116128.85321696827   # -9.461864575517158 # -117.72146186966734
  169.2 #       -118.66764832721906 #       116117.0810707813    # -9.461898921660673 # -118.66764832721906
  169.3 #       -119.61383821938512 #       116105.21430594858   # -9.461933544050654 # -119.61383821938512
  169.4 #       -120.56003157379018 #       116093.25292212664   # -9.461968442692644 # -120.56003157379018
  169.5 #       -121.50622841805945 #       116081.19691896926   # -9.462003617592242 # -121.50622841805945
  169.6 #       -122.45242877981867 #       116069.04629612746   # -9.46203906875508  # -122.45242877981867
  169.7 #       -123.39863268669419 #       116056.80105324948   # -9.462074796186844 # -123.39863268669419
  169.8 #       -124.34484016631286 #       116044.46118998081   # -9.462110799893262 # -124.34484016631286
  169.9 #       -125.29105124630219 #       116032.02670596418   # -9.462147079880099 # -125.29105124630219
  170.0 #       -126.2372659542902 #       116019.49760083955   # -9.46218363615318  # -126.2372659542902
  170.1 #       -127.18348431790551 #       116006.87387424412   # -9.462220468718355 # -127.18348431790551
  170.2 #       -128.12970636477735 #       115994.15552581233   # -9.462257577581536 # -128.12970636477735
  170.3 #       -129.0759321225355 #       115981.34255517586   # -9.462294962748667 # -129.0759321225355
  170.4 #       -130.02216161881037 #       115968.4349619636    # -9.462332624225743 # -130.02216161881037
  170.5 #       -130.96839488123294 #       115955.43274580172   # -9.462370562018801 # -130.96839488123294
  170.6 #       -131.91463193743482 #       115942.3359063136    # -9.46240877613392  # -131.91463193743482
  170.7 #       -132.86087281504822 #       115929.14444311986   # -9.462447266577232 # -132.86087281504822
  170.8 #       -133.80711754170594 #       115915.85835583835   # -9.462486033354905 # -133.80711754170594
  170.9 #       -134.7533661450414 #       115902.47764408418   # -9.462525076473158 # -134.7533661450414
  171.0 #       -135.69961865268874 #       115889.00230746968   # -9.462564395938243 # -135.69961865268874
  171.1 #       -136.64587509228255 #       115875.43234560441   # -9.462603991756469 # -136.64587509228255
  171.2 #       -137.5921354914582 #       115861.76775809519   # -9.462643863934183 # -137.5921354914582
  171.3 #       -138.53839987785162 #       115848.00854454604   # -9.462684012477782 # -138.53839987785162
  171.4 #       -139.4846682790994 #       115834.15470455826   # -9.462724437393696 # -139.4846682790994
  171.5 #       -140.43094072283876 #       115820.20623773035   # -9.462765138688413 # -140.43094072283876
  171.6 #       -141.3772172367076 #       115806.16314365806   # -9.462806116368458 # -141.3772172367076
  171.7 #       -142.32349784834443 #       115792.02542193439   # -9.462847370440398 # -142.32349784834443
  171.8 #       -143.26978258538847 #       115777.79307214955   # -9.462888900910855 # -143.26978258538847
  171.9 #       -144.21607147547957 #       115763.46609389101   # -9.46293070778648  # -144.21607147547957
  172.0 #       -145.1623645462582 #       115749.04448674346   # -9.462972791073986 # -145.1623645462582
  172.1 #       -146.1086618253656 #       115734.52825028883   # -9.463015150780114 # -146.1086618253656
  172.2 #       -147.0549633404436 #       115719.91738410629   # -9.46305778691166  # -147.0549633404436
  172.3 #       -148.00126911913478 #       115705.21188777224   # -9.463100699475465 # -148.00126911913478
  172.4 #       -148.94757918908232 #       115690.41176086033   # -9.463143888478406 # -148.94757918908232
  172.5 #       -149.89389357793016 #       115675.51700294141   # -9.463187353927411 # -149.89389357793016
  172.6 #       -150.8402123133229 #       115660.52761358362   # -9.463231095829448 # -150.8402123133229
  172.7 #       -151.78653542290584 #       115645.44359235228   # -9.463275114191541 # -151.78653542290584
  172.8 #       -152.732862934325  #       115630.26493881      # -9.46331940902074  # -152.732862934325 
  172.9 #       -153.67919487522707 #       115614.99165251656   # -9.463363980324152 # -153.67919487522707
  173.0 #       -154.6255312732595 #       115599.62373302903   # -9.463408828108928 # -154.6255312732595
  173.1 #       -155.57187215607038 #       115584.16117990171   # -9.463453952382258 # -155.57187215607038
  173.2 #       -156.51821755130862 #       115568.6039926861    # -9.463499353151388 # -156.51821755130862
  173.3 #       -157.46456748662376 #       115552.95217093096   # -9.463545030423589 # -157.46456748662376
  173.4 #       -158.41092198966612 #       115537.2057141823    # -9.463590984206194 # -158.41092198966612
  173.5 #       -159.35728108808675 #       115521.36462198333   # -9.463637214506573 # -159.35728108808675
  173.6 #       -160.30364480953742 #       115505.42889387453   # -9.46368372133214  # -160.30364480953742
  173.7 #       -161.25001318167062 #       115489.39852939357   # -9.463730504690357 # -161.25001318167062
  173.8 #       -162.19638623213967 #       115473.2735280754    # -9.463777564588726 # -162.19638623213967
  173.9 #       -163.14276398859855 #       115457.05388945219   # -9.463824901034803 # -163.14276398859855
  174.0 #       -164.08914647870202 #       115440.73961305333   # -9.463872514036176 # -164.08914647870202
  174.1 #       -165.03553373010564 #       115424.33069840547   # -9.463920403600484 # -165.03553373010564
  174.2 #       -165.9819257704657 #       115407.82714503245   # -9.46396856973541  # -165.9819257704657
  174.3 #       -166.92832262743923 #       115391.2289524554    # -9.464017012448682 # -166.92832262743923
  174.4 #       -167.8747243286841 #       115374.53612019266   # -9.46406573174807  # -167.8747243286841
  174.5 #       -168.8211309018589 #       115357.74864775978   # -9.464114727641393 # -168.8211309018589
  174.6 #       -169.76754237462305 #       115340.86653466959   # -9.464164000136508 # -169.76754237462305
  174.7 #       -170.7139587746367 #       115323.88978043213   # -9.464213549241325 # -170.7139587746367
  174.8 #       -171.66038012956082 #       115306.81838455467   # -9.46426337496379  # -171.66038012956082
  174.9 #       -172.6068064670572 #       115289.65234654171   # -9.464313477311897 # -172.6068064670572
  175.0 #       -173.5532378147884 #       115272.391665895     # -9.464363856293689 # -173.5532378147884
  175.1 #       -174.49967420041776 #       115255.03634211353   # -9.464414511917248 # -174.49967420041776
  175.2 #       -175.4461156516095 #       115237.58637469348   # -9.464465444190697 # -175.4461156516095
  175.3 #       -176.39256219602856 #       115220.04176312832   # -9.464516653122216 # -176.39256219602856
  175.4 #       -177.3390138613408 #       115202.40250690872   # -9.46456813872002  # -177.3390138613408
  175.5 #       -178.2854706752128 #       115184.66860552259   # -9.464619900992368 # -178.2854706752128
  175.6 #       -179.23193266531203 #       115166.84005845507   # -9.464671939947564 # -179.23193266531203
  175.7 #       -180.17839985930678 #       115148.91686518854   # -9.464724255593968 # -180.17839985930678
  175.8 #       -181.12487228486617 #       115130.89902520261   # -9.464776847939968 # -181.12487228486617
  175.9 #       -182.07134996966016 #       115112.78653797413   # -9.464829716994005 # -182.07134996966016
  176.0 #       -183.01783294135956 #       115094.57940297716   # -9.464882862764565 # -183.01783294135956
  176.1 #       -183.96432122763602 #       115076.27761968302   # -9.464936285260178 # -183.96432122763602
  176.2 #       -184.91081485616203 #       115057.88118756026   # -9.464989984489414 # -184.91081485616203
  176.3 #       -185.85731385461096 #       115039.39010607464   # -9.465043960460893 # -185.85731385461096
  176.4 #       -186.80381825065706 #       115020.80437468918   # -9.465098213183278 # -186.80381825065706
  176.5 #       -187.7503280719754 #       115002.12399286412   # -9.465152742665277 # -187.7503280719754
  176.6 #       -188.6968433462419 #       114983.34896005692   # -9.465207548915641 # -188.6968433462419
  176.7 #       -189.64336410113347 #       114964.47927572229   # -9.465262631943169 # -189.64336410113347
  176.8 #       -190.5898903643278 #       114945.51493931218   # -9.465317991756697 # -190.5898903643278
  176.9 #       -191.53642216350346 #       114926.45595027575   # -9.465373628365114 # -191.53642216350346
  177.0 #       -192.48295952633998 #       114907.3023080594    # -9.465429541777352 # -192.48295952633998
  177.1 #       -193.42950248051773 #       114888.05401210676   # -9.465485732002383 # -193.42950248051773
  177.2 #       -194.37605105371796 #       114868.7110618587    # -9.46554219904923  # -194.37605105371796
  177.3 #       -195.32260527362288 #       114849.27345675333   # -9.465598942926954 # -195.32260527362288
  177.4 #       -196.2691651679156 #       114829.74119622596   # -9.465655963644663 # -196.2691651679156
  177.5 #       -197.21573076428007 #       114810.11427970917   # -9.465713261211514 # -197.21573076428007
  177.6 #       -198.16230209040123 #       114790.39270663275   # -9.465770835636704 # -198.16230209040123
  177.7 #       -199.1088791739649 #       114770.57647642371   # -9.465828686929472 # -199.1088791739649
  177.8 #       -200.05546204265787 #       114750.66558850631   # -9.465886815099111 # -200.05546204265787
  177.9 #       -201.0020507241678 #       114730.66004230204   # -9.465945220154952 # -201.0020507241678
  178.0 #       -201.94864524618328 #       114710.55983722962   # -9.466003902106365 # -201.94864524618328
  178.1 #       -202.89524563639392 #       114690.364972705     # -9.46606286096278  # -202.89524563639392
  178.2 #       -203.8418519224902 #       114670.07544814136   # -9.466122096733658 # -203.8418519224902
  178.3 #       -204.78846413216357 #       114649.69126294911   # -9.46618160942851  # -204.78846413216357
  178.4 #       -205.73508229310642 #       114629.2124165359    # -9.466241399056893 # -205.73508229310642
  178.5 #       -206.6817064330121 #       114608.63890830659   # -9.466301465628407 # -206.6817064330121
  178.6 #       -207.62833657957495 #       114587.97073766329   # -9.466361809152692 # -207.62833657957495
  178.7 #       -208.57497276049023 #       114567.20790400534   # -9.466422429639442 # -208.57497276049023
  178.8 #       -209.52161500345417 #       114546.35040672928   # -9.466483327098388 # -209.52161500345417
  178.9 #       -210.468263336164  #       114525.39824522893   # -9.466544501539309 # -210.468263336164 
  179.0 #       -211.41491778631794 #       114504.35141889531   # -9.466605952972031 # -211.41491778631794
  179.1 #       -212.36157838161515 #       114483.20992711668   # -9.466667681406422 # -212.36157838161515
  179.2 #       -213.30824514975578 #       114461.97376927851   # -9.46672968685239  # -213.30824514975578
  179.3 #       -214.25491811844103 #       114440.64294476353   # -9.466791969319894 # -214.25491811844103
  179.4 #       -215.20159731537302 #       114419.21745295169   # -9.466854528818937 # -215.20159731537302
  179.5 #       -216.14828276825492 #       114397.69729322016   # -9.466917365359565 # -216.14828276825492
  179.6 #       -217.09497450479088 #       114376.08246494333   # -9.46698047895187  # -217.09497450479088
  179.7 #       -218.04167255268607 #       114354.37296749286   # -9.467043869605988 # -218.04167255268607
  179.8 #       -218.98837693964666 #       114332.5688002376    # -9.467107537332097 # -218.98837693964666
  179.9 #       -219.93508769337987 #       114310.66996254363   # -9.467171482140428 # -219.93508769337987
  180.0 #       -220.88180484159392 #       114288.67645377429   # -9.467235704041247 # -220.88180484159392
  180.1 #       -221.82852841199804 #       114266.58827329012   # -9.467300203044868 # -221.82852841199804
  180.2 #       -222.77525843230254 #       114244.40542044892   # -9.467364979161655 # -222.77525843230254
  180.3 #       -223.7219949302187 #       114222.12789460568   # -9.467430032402008 # -223.7219949302187
  180.4 #       -224.6687379334589 #       114199.75569511266   # -9.467495362776377 # -224.6687379334589
  180.5 #       -225.61548746973656 #       114177.28882131932   # -9.46756097029526  # -225.61548746973656
  180.6 #       -226.56224356676609 #       114154.72727257235   # -9.467626854969192 # -226.56224356676609
  180.7 #       -227.509006252263  #       114132.07104821567   # -9.467693016808752 # -227.509006252263 
  180.8 #       -228.45577555394388 #       114109.32014759045   # -9.467759455824575 # -228.45577555394388
  180.9 #       -229.40255149952634 #       114086.47457003506   # -9.467826172027335 # -229.40255149952634
  181.0 #       -230.34933411672907 #       114063.53431488511   # -9.467893165427743 # -230.34933411672907
  181.1 #       -231.29612343327184 #       114040.49938147343   # -9.467960436036563 # -231.29612343327184
  181.2 #       -232.2429194768755 #       114017.3697691301    # -9.468027983864605 # -232.2429194768755
  181.3 #       -233.18972227526197 #       113994.14547718242   # -9.468095808922719 # -233.18972227526197
  181.4 #       -234.13653185615425 #       113970.8265049549    # -9.468163911221799 # -234.13653185615425
  181.5 #       -235.08334824727643 #       113947.41285176927   # -9.468232290772793 # -235.08334824727643
  181.6 #       -236.0301714763537 #       113923.90451694455   # -9.468300947586682 # -236.0301714763537
  181.7 #       -236.97700157111237 #       113900.30149979691   # -9.468369881674498 # -236.97700157111237
  181.8 #       -237.92383855927983 #       113876.60379963981   # -9.468439093047316 # -237.92383855927983
  181.9 #       -238.87068246858456 #       113852.81141578389   # -9.468508581716259 # -238.87068246858456
  182.0 #       -239.81753332675618 #       113828.92434753703   # -9.468578347692493 # -239.81753332675618
  182.1 #       -240.76439116152542 #       113804.94259420436   # -9.468648390987223 # -240.76439116152542
  182.2 #       -241.71125600062413 #       113780.86615508821   # -9.468718711611707 # -241.71125600062413
  182.3 #       -242.6581278717853 #       113756.69502948815   # -9.468789309577247 # -242.6581278717853
  182.4 #       -243.60500680274302 #       113732.42921670097   # -9.468860184895183 # -243.60500680274302
  182.5 #       -244.55189282123254 #       113708.0687160207    # -9.468931337576906 # -244.55189282123254
  182.6 #       -245.49878595499024 #       113683.61352673858   # -9.469002767633853 # -245.49878595499024
  182.7 #       -246.44568623175363 #       113659.06364814308   # -9.4690744750775   # -246.44568623175363
  182.8 #       -247.39259367926138 #       113634.41907951991   # -9.46914645991937  # -247.39259367926138
  182.9 #       -248.33950832525332 #       113609.67982015199   # -9.469218722171037 # -248.33950832525332
